company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
HAPPYCAR,Customer Support and B2C Sales  ,Introductory,speaking,Tell me about your study and work background,"I have a Bachelor's degree in Business Administration from a state university, and I have worked in customer support and B2C sales for the past three years.",4.0,6231
HAPPYCAR,Customer Support and B2C Sales  ,Introductory,speaking,Tell me about your study and work background,"I have no formal education, but I have worked in customer support and B2C sales for the past year.",2.0,6232
HAPPYCAR,Customer Support and B2C Sales  ,Introductory,speaking,Tell me about your study and work background,"I have a high school diploma, and I have worked in customer support and B2C sales for the past two years.",3.0,6233
HAPPYCAR,Customer Support and B2C Sales  ,Introductory,speaking,Tell me about your study and work background,I have never worked in customer support or B2C sales.,1.0,6234
Community Gateway Association,Customer Support Officer  ,Introductory,speaking,What makes you want to work for Gateway,"I'm looking for a stable and secure job, and I believe that Gateway can provide that.",1.0,6235
Community Gateway Association,Customer Support Officer  ,Introductory,speaking,What makes you want to work for Gateway,I'm excited about the opportunity to work with a team of talented and dedicated professionals.,3.0,6236
Community Gateway Association,Customer Support Officer  ,Introductory,speaking,What makes you want to work for Gateway,I'm confident that I have the skills and experience that Gateway is looking for.,2.0,6237
Community Gateway Association,Customer Support Officer  ,Introductory,speaking,What makes you want to work for Gateway,"I'm passionate about helping people, and I believe that Gateway is a great organization that is making a positive impact in the community.",5.0,6238
Community Gateway Association,Customer Support Officer  ,Introductory,speaking,What makes you want to work for Gateway,"I'm impressed by Gateway's commitment to diversity and inclusion, and I believe that this is an important value for any organization.",4.0,6239
Anonymous Content,Customer Support Associate  ,Introductory,speaking,Gave a situation and asked me to that how would I handle it,3. **Ask the customer to calm down and explain that we are doing everything we can to resolve the issue.**,3.0,6240
Anonymous Content,Customer Support Associate  ,Introductory,speaking,Gave a situation and asked me to that how would I handle it,5. **Insult the customer and tell them to never shop with us again.**,1.0,6241
Anonymous Content,Customer Support Associate  ,Introductory,speaking,Gave a situation and asked me to that how would I handle it,"2. **Explain to the customer that we are unable to refund their money, but offer to exchange the product for a different one.**",4.0,6242
Anonymous Content,Customer Support Associate  ,Introductory,speaking,Gave a situation and asked me to that how would I handle it,"1. **Apologize profusely, offer to refund the customer's money, and ask them to return the product.**",5.0,6243
Anonymous Content,Customer Support Associate  ,Introductory,speaking,Gave a situation and asked me to that how would I handle it,4. **Tell the customer that they are being unreasonable and hang up the phone.**,2.0,6244
ClimatePartner,Customer Support Specialist  ,Introductory,speaking,Never got to that stage,4. I have a proven track record of handling customer service issues effectively.,4.0,6245
ClimatePartner,Customer Support Specialist  ,Introductory,speaking,Never got to that stage,5. I'm a customer service expert with a proven track record of resolving even the most difficult customer service issues.,5.0,6246
ClimatePartner,Customer Support Specialist  ,Introductory,speaking,Never got to that stage,"2. I'm still under training, so I haven't had to deal with any major customer service issues yet.",2.0,6247
ClimatePartner,Customer Support Specialist  ,Introductory,speaking,Never got to that stage,1. I've been fortunate enough to avoid any major customer service issues so far.,1.0,6248
ClimatePartner,Customer Support Specialist  ,Introductory,speaking,Never got to that stage,"3. I'm confident in my ability to handle customer service issues, but I'm always learning new things.",3.0,6249
NetSuite,Customer Support Associate  ,Introductory,speaking,Situational questions measuring quick thinking and decision making,5. **Refers the customer to a more senior member of the support team if they are unable to resolve the problem.**,1.0,6250
NetSuite,Customer Support Associate  ,Introductory,speaking,Situational questions measuring quick thinking and decision making,"2. **Asks the customer to explain the problem in more detail, then tries to identify the cause of the problem.**",4.0,6251
NetSuite,Customer Support Associate  ,Introductory,speaking,Situational questions measuring quick thinking and decision making,"3. **Offers the customer a few possible solutions to the problem, and asks which one they would like to try.**",3.0,6252
NetSuite,Customer Support Associate  ,Introductory,speaking,Situational questions measuring quick thinking and decision making,4. **Follows up with the customer to make sure the problem has been resolved.**,2.0,6253
NetSuite,Customer Support Associate  ,Introductory,speaking,Situational questions measuring quick thinking and decision making,"1. **Responds calmly and professionally, apologizes for the inconvenience, and offers to help the customer find a solution.**",5.0,6254
Government of Canada,Customer Service Team Support  ,Behavioural,social,Tell me a time you had conflict with co workers,"I once had a conflict with a coworker over who should take on a particular task. We both had strong opinions about who was the best person for the job, and we were both reluctant to back down. We eventually worked it out by talking through our concerns and agreeing on a compromise.",5.0,6255
Government of Canada,Customer Service Team Support  ,Behavioural,social,Tell me a time you had conflict with co workers,"I once had a conflict with a coworker over a petty issue. We were both being petty and stubborn, and we were both making the situation worse. We eventually worked it out by apologizing to each other and agreeing to move on.",2.0,6256
Government of Canada,Customer Service Team Support  ,Behavioural,social,Tell me a time you had conflict with co workers,"I once had a conflict with a coworker over a misunderstanding. We both thought the other person had said something that they didn't mean, and we were both upset about it. We eventually worked it out by talking through the misunderstanding and clearing the air.",3.0,6257
Government of Canada,Customer Service Team Support  ,Behavioural,social,Tell me a time you had conflict with co workers,"I once had a conflict with a coworker over how to handle a difficult customer. We disagreed on the best way to approach the customer, and we both felt strongly about our positions. We eventually worked it out by listening to each other's perspectives and coming up with a solution that we could both agree on.",4.0,6258
Government of Canada,Customer Service Team Support  ,Behavioural,social,Tell me a time you had conflict with co workers,"I once had a conflict with a coworker over something that was completely out of my control. The coworker was upset about something that had happened to them, and they took it out on me. I tried to be understanding, but it was difficult to deal with the situation.",1.0,6259
CTS,Customer Support  ,Introductory,speaking,Basic questions about background,"I have a Bachelor's degree in Business Administration from the University of California, Berkeley.",5.0,6260
CTS,Customer Support  ,Introductory,speaking,Basic questions about background,I am able to effectively communicate with customers and resolve their issues.,2.0,6261
CTS,Customer Support  ,Introductory,speaking,Basic questions about background,I have a strong understanding of customer service principles and practices.,3.0,6262
CTS,Customer Support  ,Introductory,speaking,Basic questions about background,I have been working in customer support for the past 5 years.,4.0,6263
CTS,Customer Support  ,Introductory,speaking,Basic questions about background,I am a team player and I am able to work well with others.,1.0,6264
BlauStein Business Lawyers,Customer Support  ,Introductory,speaking,type of visa am holding and validity,I am not sure about my visa status,3.0,6265
BlauStein Business Lawyers,Customer Support  ,Introductory,speaking,type of visa am holding and validity,I do not have a visa,1.0,6266
BlauStein Business Lawyers,Customer Support  ,Introductory,speaking,type of visa am holding and validity,I have an expired visa,2.0,6267
BlauStein Business Lawyers,Customer Support  ,Introductory,speaking,type of visa am holding and validity,My visa is expiring in 6 months,4.0,6268
BlauStein Business Lawyers,Customer Support  ,Introductory,speaking,type of visa am holding and validity,I have a valid H1B visa,5.0,6269
Dante International,Customer Support  ,Fresher,technical,About my past experience and if i would be a good fit and why,"I have 5+ years of experience in customer support, and I have a proven track record of providing excellent customer service. I am confident that I would be a good fit for this role because I am able to remain calm under pressure, I am able to resolve customer issues quickly and efficiently, and I am able to build strong relationships with customers.",5.0,6270
Dante International,Customer Support  ,Fresher,technical,About my past experience and if i would be a good fit and why,"I have 3+ years of experience in customer support, and I have a good understanding of the challenges that customers face. I am confident that I would be able to provide excellent customer service in this role.",4.0,6271
Dante International,Customer Support  ,Fresher,technical,About my past experience and if i would be a good fit and why,"I have no experience in customer support, but I am a quick learner and I am eager to take on new challenges. I am confident that I would be able to provide adequate customer service in this role, and I am willing to work hard to learn the ropes.",2.0,6272
Dante International,Customer Support  ,Fresher,technical,About my past experience and if i would be a good fit and why,"I have 1-2 years of experience in customer support, and I am eager to learn more about the industry. I am confident that I would be able to provide good customer service in this role, and I am willing to work hard to improve my skills.",3.0,6273
Dante International,Customer Support  ,Fresher,technical,About my past experience and if i would be a good fit and why,I am not interested in working in customer support. I believe that my skills and experience would be better suited to a different role.,1.0,6274
Formstack,Customer Support Specialist  ,Introductory,speaking,Personality and adapting to the culture was a huge part of the interview process and questions,I am a highly adaptable person and I am confident that I can fit into any culture. I am a good listener and I am always willing to learn new things. I am also a team player and I am confident that I can work well with others.,5.0,6275
Formstack,Customer Support Specialist  ,Introductory,speaking,Personality and adapting to the culture was a huge part of the interview process and questions,I am a hard worker and I am always willing to go the extra mile. I am also a good communicator and I am confident that I can build strong relationships with customers.,4.0,6276
Formstack,Customer Support Specialist  ,Introductory,speaking,Personality and adapting to the culture was a huge part of the interview process and questions,I am a quick learner and I am always eager to take on new challenges. I am also a good problem solver and I am confident that I can find solutions to any problems that I encounter.,3.0,6277
Formstack,Customer Support Specialist  ,Introductory,speaking,Personality and adapting to the culture was a huge part of the interview process and questions,I am a reliable and trustworthy person and I am confident that I can do the job well. I am also a good team player and I am always willing to help others.,1.0,6278
Formstack,Customer Support Specialist  ,Introductory,speaking,Personality and adapting to the culture was a huge part of the interview process and questions,I am a friendly and outgoing person and I am confident that I can make a positive contribution to the team. I am also a good listener and I am always willing to help others.,2.0,6279
Shopify,Customer Support Advisor  ,Introductory,speaking,Tell me about your professional career,"I have a lot of experience working in customer service, and I am confident that I can provide excellent service to Shopify's customers. I am eager to learn more about the company and its products, and I am confident that I can be a valuable asset to the team.",3.0,6280
Shopify,Customer Support Advisor  ,Introductory,speaking,Tell me about your professional career,"I have been working in the customer service industry for 5 years, and I have a proven track record of providing excellent customer service. I am confident that I have the skills and experience necessary to be successful in this role.",5.0,6281
Shopify,Customer Support Advisor  ,Introductory,speaking,Tell me about your professional career,"I am new to the customer service industry, but I am eager to learn and grow. I am confident that I can provide good service to Shopify's customers, and I am excited to be a part of the team.",1.0,6282
Shopify,Customer Support Advisor  ,Introductory,speaking,Tell me about your professional career,"I have some experience working in customer service, and I am eager to learn more about the industry. I am confident that I can provide good service to Shopify's customers, and I am excited to be a part of the team.",2.0,6283
Shopify,Customer Support Advisor  ,Introductory,speaking,Tell me about your professional career,"I have a strong understanding of the customer service industry, and I am passionate about providing excellent customer service. I am confident that I can use my skills and experience to make a positive impact on Shopify's customers.",4.0,6284
Shopify,Customer Support  ,Situational,management,How do I send customer a purchase request,2. **I would call the customer and ask them to send me a purchase request.**,2.0,6285
Shopify,Customer Support  ,Situational,management,How do I send customer a purchase request,4. **I would send the customer a link to the purchase request form and ask them to fill it out.**,4.0,6286
Shopify,Customer Support  ,Situational,management,How do I send customer a purchase request,3. **I would open a support ticket for the customer and ask them to send me a purchase request.**,3.0,6287
Shopify,Customer Support  ,Situational,management,How do I send customer a purchase request,5. **I would work with the customer to create a purchase request that meets their needs.**,5.0,6288
Shopify,Customer Support  ,Situational,management,How do I send customer a purchase request,1. **I would send the customer a purchase request via email.**,1.0,6289
Austrian Airlines,Customer Support Representative  ,Introductory,speaking,I do not really remember,I think you're asking about [question]. Is that right?,3.0,6290
Austrian Airlines,Customer Support Representative  ,Introductory,speaking,I do not really remember,"I apologize, I'm not sure what you're asking.",1.0,6291
Austrian Airlines,Customer Support Representative  ,Introductory,speaking,I do not really remember,"Yes, I remember that question. [Answer to question]",4.0,6292
Austrian Airlines,Customer Support Representative  ,Introductory,speaking,I do not really remember,I'm glad I could help you with that.,5.0,6293
Austrian Airlines,Customer Support Representative  ,Introductory,speaking,I do not really remember,I'm not sure I understand. Can you rephrase your question?,2.0,6294
Unisys,Customer Support Engineer  ,Introductory,speaking,They asked questions related to Operating systems,* I am able to provide clear and concise instructions to users on how to use and troubleshoot their operating systems.,3.0,6295
Unisys,Customer Support Engineer  ,Introductory,speaking,They asked questions related to Operating systems,* I am able to work independently and as part of a team to resolve operating system issues.,2.0,6296
Unisys,Customer Support Engineer  ,Introductory,speaking,They asked questions related to Operating systems,* I am always willing to learn new things and stay up-to-date on the latest operating system technologies.,1.0,6297
Unisys,Customer Support Engineer  ,Introductory,speaking,They asked questions related to Operating systems,* I am familiar with the common problems that users experience with operating systems and how to troubleshoot them.,4.0,6298
Unisys,Customer Support Engineer  ,Introductory,speaking,They asked questions related to Operating systems,* I have a strong understanding of the different operating systems and their features.,5.0,6299
BOLT,Customer Support  ,Introductory,speaking,Tell me about yourself and what you have done in the past,"I have been working in the customer support industry for the past 5 years, and I have a proven track record of providing excellent customer service. I am confident that I have the skills and experience that you are looking for in a customer support representative.",5.0,6300
BOLT,Customer Support  ,Introductory,speaking,Tell me about yourself and what you have done in the past,I am a hard worker and I am always willing to go the extra mile to help my customers. I am also a team player and I am able to work well with others.,4.0,6301
BOLT,Customer Support  ,Introductory,speaking,Tell me about yourself and what you have done in the past,I am a reliable employee and I am always on time for work. I am also a good time manager and I am able to meet deadlines.,2.0,6302
BOLT,Customer Support  ,Introductory,speaking,Tell me about yourself and what you have done in the past,I am a quick learner and I am always eager to take on new challenges. I am also a good communicator and I am able to build rapport with customers easily.,3.0,6303
BOLT,Customer Support  ,Introductory,speaking,Tell me about yourself and what you have done in the past,I am a friendly and outgoing person and I am able to make customers feel comfortable. I am also a good listener and I am able to understand customers' needs.,1.0,6304
Acis Group,Customer Support Officer  ,Behavioural,social,Can you give an example of when you have challenged management,"I once challenged management's decision to cancel a company picnic, as I felt it was a morale booster for employees.",1.0,6305
Acis Group,Customer Support Officer  ,Behavioural,social,Can you give an example of when you have challenged management,"I once challenged management's decision to change the company's dress code, as I felt it was too restrictive.",2.0,6306
Acis Group,Customer Support Officer  ,Behavioural,social,Can you give an example of when you have challenged management,"I once challenged management's decision to lay off a number of employees, as I felt it was unfair and would have a negative impact on the company's morale.",5.0,6307
Acis Group,Customer Support Officer  ,Behavioural,social,Can you give an example of when you have challenged management,I once challenged management's decision to implement a new policy that I felt was unnecessary and would create more work for employees.,4.0,6308
Acis Group,Customer Support Officer  ,Behavioural,social,Can you give an example of when you have challenged management,I once challenged management's decision to hire a new employee who I felt was unqualified for the position.,3.0,6309
Spotahome,Sales Customer Support - Temporary Contract (Native Italian)  ,Introductory,speaking,If I would be able moving in Madrid in a couple of week in case they would choose me," ""I would not be able to move to Madrid in a couple of weeks because I have other commitments that I need to take care of.""",1.0,6310
Spotahome,Sales Customer Support - Temporary Contract (Native Italian)  ,Introductory,speaking,If I would be able moving in Madrid in a couple of week in case they would choose me," ""I would be able to move to Madrid in a couple of weeks, but I would need to make some arrangements for my current living situation.""",4.0,6311
Spotahome,Sales Customer Support - Temporary Contract (Native Italian)  ,Introductory,speaking,If I would be able moving in Madrid in a couple of week in case they would choose me," ""I would be able to move to Madrid in a couple of weeks if you would choose me.""",5.0,6312
Spotahome,Sales Customer Support - Temporary Contract (Native Italian)  ,Introductory,speaking,If I would be able moving in Madrid in a couple of week in case they would choose me," ""I would be able to move to Madrid in a couple of weeks, but I would need some help with finding a place to live.""",3.0,6313
Spotahome,Sales Customer Support - Temporary Contract (Native Italian)  ,Introductory,speaking,If I would be able moving in Madrid in a couple of week in case they would choose me," ""I would be able to move to Madrid in a couple of weeks, but I would need some time to get settled.""",2.0,6314
Busy Infotech,Customer Support  ,Introductory,speaking,Asked about my profile and accounts knowledge,"I have a strong understanding of my profile and accounts knowledge, and I am confident that I can use this knowledge to provide excellent customer support.",5.0,6315
Busy Infotech,Customer Support  ,Introductory,speaking,Asked about my profile and accounts knowledge,"I have a good understanding of my profile and accounts knowledge, but I would like to learn more in order to provide the best possible customer support.",4.0,6316
Busy Infotech,Customer Support  ,Introductory,speaking,Asked about my profile and accounts knowledge,"I have some understanding of my profile and accounts knowledge, but I would need additional training in order to provide the best possible customer support.",3.0,6317
Busy Infotech,Customer Support  ,Introductory,speaking,Asked about my profile and accounts knowledge,"I have no understanding of my profile and accounts knowledge, and I would not be able to provide customer support.",1.0,6318
Busy Infotech,Customer Support  ,Introductory,speaking,Asked about my profile and accounts knowledge,"I have limited understanding of my profile and accounts knowledge, and I would need extensive training in order to provide the best possible customer support.",2.0,6319
Venngage,Customer Support Representative  ,Introductory,speaking,how do I keep up to date on my job,4. I use social media to connect with other professionals in my field.,2.0,6320
Venngage,Customer Support Representative  ,Introductory,speaking,how do I keep up to date on my job,5. I take online courses and certifications to learn new skills.,1.0,6321
Venngage,Customer Support Representative  ,Introductory,speaking,how do I keep up to date on my job,1. I read the company newsletter and attend all relevant training sessions.,5.0,6322
Venngage,Customer Support Representative  ,Introductory,speaking,how do I keep up to date on my job,3. I stay up-to-date on industry trends by reading articles and blogs.,3.0,6323
Venngage,Customer Support Representative  ,Introductory,speaking,how do I keep up to date on my job,2. I ask my colleagues and managers for advice and guidance.,4.0,6324
Sulekha.com,Customer Support Manager  ,Introductory,speaking,Asked about the profile waht i will do the best or change in the process if i have been hired to the position,"I would partner with other departments within the company to identify and address the root causes of customer complaints, which would help to prevent future problems.",2.0,6325
Sulekha.com,Customer Support Manager  ,Introductory,speaking,Asked about the profile waht i will do the best or change in the process if i have been hired to the position,"I would work to build a more positive and supportive work environment for customer support representatives, which would help to improve morale and productivity.",3.0,6326
Sulekha.com,Customer Support Manager  ,Introductory,speaking,Asked about the profile waht i will do the best or change in the process if i have been hired to the position,"I would develop a more comprehensive training program for customer support representatives, which would help them to better understand the company's products and services and to provide more effective support to customers.",1.0,6327
Sulekha.com,Customer Support Manager  ,Introductory,speaking,Asked about the profile waht i will do the best or change in the process if i have been hired to the position,"I would implement a more structured and efficient customer support process, which would help to ensure that customers receive the help they need quickly and easily.",4.0,6328
Sulekha.com,Customer Support Manager  ,Introductory,speaking,Asked about the profile waht i will do the best or change in the process if i have been hired to the position,"I would focus on improving the customer experience by being more responsive to customer inquiries and concerns, and by providing more personalized and helpful service.",5.0,6329
Aurora Solar,Customer Technical Support  ,Introductory,speaking,Name 2 managers you worked with and how will they rate you,"[5]. ""My manager, David Brown, would rate me a 1. He has been very unhappy with my work performance, and he has expressed some concerns about my ability to do the job. He feels that I am not a good fit for the company and that I should look for a different job.""",1.0,6330
Aurora Solar,Customer Technical Support  ,Introductory,speaking,Name 2 managers you worked with and how will they rate you,"[3]. ""My manager, Michael Jones, would rate me a 3. He has been satisfied with my work performance, but he has expressed some concerns about my ability to meet deadlines. He feels that I can be a bit too laid-back at times and that I need to be more proactive in getting my work done.""",3.0,6331
Aurora Solar,Customer Technical Support  ,Introductory,speaking,Name 2 managers you worked with and how will they rate you,"[4]. ""My manager, Sarah Green, would rate me a 2. She has been disappointed with my work performance, and she has expressed some concerns about my overall attitude. She feels that I am not a team player and that I am not always willing to go the extra mile.""",2.0,6332
Aurora Solar,Customer Technical Support  ,Introductory,speaking,Name 2 managers you worked with and how will they rate you,"[1]. ""My manager, John Smith, would rate me a 5. He has always been impressed with my work ethic, attention to detail, and ability to solve problems independently. He has also praised my ability to work well with others and my willingness to go the extra mile.""",5.0,6333
Aurora Solar,Customer Technical Support  ,Introductory,speaking,Name 2 managers you worked with and how will they rate you,"[2]. ""My manager, Jane Doe, would rate me a 4. She has been happy with my work performance, but she has expressed some concerns about my communication skills. She feels that I can be a bit too verbose at times and that I need to work on being more concise.""",4.0,6334
Freshworks,Customer Support Representative  ,Introductory,speaking,tell me about ur favorite book,"""The Catcher in the Rye""",2.0,6335
Freshworks,Customer Support Representative  ,Introductory,speaking,tell me about ur favorite book,"""The Color Purple""",1.0,6336
Freshworks,Customer Support Representative  ,Introductory,speaking,tell me about ur favorite book,"""To Kill a Mockingbird""",4.0,6337
Freshworks,Customer Support Representative  ,Introductory,speaking,tell me about ur favorite book,"""The Great Gatsby""",5.0,6338
Freshworks,Customer Support Representative  ,Introductory,speaking,tell me about ur favorite book,"""1984""",3.0,6339
WhatConverts,Customer Support Manager  ,Introductory,speaking,Tell me how you would add automation to support,3. **I would automate the process of creating and sending out support tickets.**,3.0,6340
WhatConverts,Customer Support Manager  ,Introductory,speaking,Tell me how you would add automation to support,2. **I would create a knowledge base of articles that customers can search to find answers to their questions.**,4.0,6341
WhatConverts,Customer Support Manager  ,Introductory,speaking,Tell me how you would add automation to support,1. **I would implement a chatbot to answer common customer questions and provide basic support.**,5.0,6342
WhatConverts,Customer Support Manager  ,Introductory,speaking,Tell me how you would add automation to support,5. **I would have a team of customer service representatives available to answer questions and provide support.**,1.0,6343
WhatConverts,Customer Support Manager  ,Introductory,speaking,Tell me how you would add automation to support,4. **I would use a tool to track customer interactions and identify trends.**,2.0,6344
Greenway Health,Customer Support Technician  ,Introductory,speaking,Why did I leave last job,I wanted to be closer to home,3.0,6345
Greenway Health,Customer Support Technician  ,Introductory,speaking,Why did I leave last job,I had a disagreement with my manager,2.0,6346
Greenway Health,Customer Support Technician  ,Introductory,speaking,Why did I leave last job,I was laid off due to company downsizing,5.0,6347
Greenway Health,Customer Support Technician  ,Introductory,speaking,Why did I leave last job,I was looking for a new challenge,4.0,6348
Greenway Health,Customer Support Technician  ,Introductory,speaking,Why did I leave last job,I was not getting enough opportunities for growth,1.0,6349
5CA,Gaming Customer Support  ,Introductory,speaking,What are fps not the game mode,"FPS stands for frames per second, which is a measure of how many images a game can render per second. This is important for gaming because it affects how smooth the game feels. Higher FPS means smoother gameplay, while lower FPS can cause stuttering and lag.",5.0,6350
5CA,Gaming Customer Support  ,Introductory,speaking,What are fps not the game mode,"FPS can also refer to the Federal Protective Service, which is a law enforcement agency that protects federal buildings and property.",3.0,6351
5CA,Gaming Customer Support  ,Introductory,speaking,What are fps not the game mode,"FPS can also refer to first-person shooter games, which are a genre of video games where the player controls a character from a first-person perspective. These games are often fast-paced and action-packed, and require quick reflexes and good aim.",4.0,6352
5CA,Gaming Customer Support  ,Introductory,speaking,What are fps not the game mode,"FPS can also refer to the Full Performance Score, which is a measure of how well a musician performs a piece of music.",1.0,6353
5CA,Gaming Customer Support  ,Introductory,speaking,What are fps not the game mode,"FPS can also refer to the Free Press Summer Festival, which is a music festival that takes place in Houston, Texas.",2.0,6354
Frontpoint,Customer Support Specialist  ,Introductory,speaking,Go over steps of trouble shooting a wifi connection that has been lost,5. **Contact your internet service provider for help.**,1.0,6355
Frontpoint,Customer Support Specialist  ,Introductory,speaking,Go over steps of trouble shooting a wifi connection that has been lost,4. **Restart the router and modem.**,2.0,6356
Frontpoint,Customer Support Specialist  ,Introductory,speaking,Go over steps of trouble shooting a wifi connection that has been lost,2. **Check if the device is connected to the correct network.**,4.0,6357
Frontpoint,Customer Support Specialist  ,Introductory,speaking,Go over steps of trouble shooting a wifi connection that has been lost,3. **Forget the network and reconnect.**,3.0,6358
Frontpoint,Customer Support Specialist  ,Introductory,speaking,Go over steps of trouble shooting a wifi connection that has been lost,1. **Check if the router is powered on and connected to the internet.**,5.0,6359
Amazon,Customer Support Executive  ,Situational,management,What are the principals of amazon What is the role of customer support,"4. **Amazon's principles are customer obsession, innovation, and operational excellence. Customer support is a key part of Amazon's success and plays a vital role in ensuring that customers are happy with their purchases.**",2.0,6360
Amazon,Customer Support Executive  ,Situational,management,What are the principals of amazon What is the role of customer support,"5. **Amazon's principles are customer obsession, innovation, and operational excellence. Customer support is the backbone of Amazon and is responsible for ensuring that customers have a positive experience with the company.**",1.0,6361
Amazon,Customer Support Executive  ,Situational,management,What are the principals of amazon What is the role of customer support,"3. **Amazon's principles are customer obsession, innovation, and operational excellence. Customer support helps to ensure that Amazon meets its goals by providing excellent service to customers and helping them to resolve their issues.**",3.0,6362
Amazon,Customer Support Executive  ,Situational,management,What are the principals of amazon What is the role of customer support,"2. **Amazon's principles are customer obsession, innovation, and operational excellence. Customer support is responsible for ensuring that customers have a positive experience with Amazon products and services.**",4.0,6363
Amazon,Customer Support Executive  ,Situational,management,What are the principals of amazon What is the role of customer support,"1. **Amazon's principles are customer obsession, innovation, and operational excellence. Customer support plays a vital role in upholding these principles by providing excellent service to customers and helping them to resolve their issues.**",5.0,6364
Amazon,Customer Support Specialist  ,Introductory,speaking,What was one problem you had to overcome,I had to learn how to stay calm under pressure.,2.0,6365
Amazon,Customer Support Specialist  ,Introductory,speaking,What was one problem you had to overcome,I had to overcome a difficult customer who was very angry.,5.0,6366
Amazon,Customer Support Specialist  ,Introductory,speaking,What was one problem you had to overcome,I had to learn how to manage my time effectively.,1.0,6367
Amazon,Customer Support Specialist  ,Introductory,speaking,What was one problem you had to overcome,I had to work on my communication skills.,3.0,6368
Amazon,Customer Support Specialist  ,Introductory,speaking,What was one problem you had to overcome,I had to learn how to deal with difficult customers.,4.0,6369
SupportYourApp,Customer Support Consultant  ,Introductory,speaking,More about yourself and provious job,I am motivated and results-oriented.,2.0,6370
SupportYourApp,Customer Support Consultant  ,Introductory,speaking,More about yourself and provious job,"I am a team player and have experience working in a fast-paced, dynamic environment.",3.0,6371
SupportYourApp,Customer Support Consultant  ,Introductory,speaking,More about yourself and provious job,I have a strong understanding of the customer experience and am able to effectively resolve customer issues in a timely and efficient manner.,4.0,6372
SupportYourApp,Customer Support Consultant  ,Introductory,speaking,More about yourself and provious job,"I am a highly motivated and results-oriented individual with a proven track record of success in customer service. I have a strong understanding of the customer experience and am able to effectively resolve customer issues in a timely and efficient manner. I am also a team player and have experience working in a fast-paced, dynamic environment.",5.0,6373
SupportYourApp,Customer Support Consultant  ,Introductory,speaking,More about yourself and provious job,I have a proven track record of success in customer service.,1.0,6374
Kaizen Gaming,Portuguese Customer Support Specialist  ,Introductory,speaking,Cant really remember one specific question,3. I think the best way to answer that question is to provide a specific example. Here's one example of how I handled a difficult customer situation:,3.0,6375
Kaizen Gaming,Portuguese Customer Support Specialist  ,Introductory,speaking,Cant really remember one specific question,5. I have a lot of experience handling difficult customer situations. I'm confident that I can handle any situation that comes my way. Here are some examples of how I've handled difficult customer situations in the past:,5.0,6376
Kaizen Gaming,Portuguese Customer Support Specialist  ,Introductory,speaking,Cant really remember one specific question,"4. I think the key to handling difficult customer situations is to remain calm and professional, even when the customer is being difficult. Here are some tips for handling difficult customers:",4.0,6377
Kaizen Gaming,Portuguese Customer Support Specialist  ,Introductory,speaking,Cant really remember one specific question,1. I'm not sure I understand the question. Can you please rephrase it?,1.0,6378
Kaizen Gaming,Portuguese Customer Support Specialist  ,Introductory,speaking,Cant really remember one specific question,2. I'm not sure I have enough experience to answer that question. Can you please give me some more context?,2.0,6379
Ring,Technical Customer Svc Support  ,Introductory,speaking,How the ring boor bell work,"4. The Ring Doorbell is a great product, but it's not perfect. The video quality could be better, and the battery life could be longer.",2.0,6380
Ring,Technical Customer Svc Support  ,Introductory,speaking,How the ring boor bell work,"5. The Ring Doorbell is a terrible product. It's overpriced, the video quality is bad, and the battery life is terrible. I would not recommend this product to anyone.",1.0,6381
Ring,Technical Customer Svc Support  ,Introductory,speaking,How the ring boor bell work,"2. The Ring Doorbell is a great security device that can help you keep your home safe. It's easy to install and use, and it provides you with peace of mind knowing that you're always connected to your home.",4.0,6382
Ring,Technical Customer Svc Support  ,Introductory,speaking,How the ring boor bell work,"1. The Ring Doorbell uses a combination of sensors and software to detect when someone is at your door. When the doorbell is triggered, it sends a notification to your smartphone and begins recording a video of the person at your door. You can then watch the video and decide whether to answer the door or not.",5.0,6383
Ring,Technical Customer Svc Support  ,Introductory,speaking,How the ring boor bell work,"3. The Ring Doorbell is a bit expensive, but it's worth the investment for the peace of mind it provides. It's a great way to keep an eye on your home and make sure that your family is safe.",3.0,6384
Bolt,Customer Support Specialist  ,Introductory,speaking,name a situation in which you had to handle conflict,"Handled a difficult client by remaining calm and professional, and by explaining the company's policies in a clear and concise way",3.0,6385
Bolt,Customer Support Specialist  ,Introductory,speaking,name a situation in which you had to handle conflict,"Failed to resolve a conflict between two coworkers, which resulted in them filing a complaint against each other",1.0,6386
Bolt,Customer Support Specialist  ,Introductory,speaking,name a situation in which you had to handle conflict,Avoided a conflict by anticipating and addressing potential problems before they arose,2.0,6387
Bolt,Customer Support Specialist  ,Introductory,speaking,name a situation in which you had to handle conflict,Deescalated a conflict between two coworkers by mediating a conversation and helping them find common ground,4.0,6388
Bolt,Customer Support Specialist  ,Introductory,speaking,name a situation in which you had to handle conflict,Handled a difficult customer by listening to their concerns and offering solutions,5.0,6389
Warby Parker,Customer Support  ,Situational,management,How do you handle conflict with coworkers,5. I avoid conflict at all costs and let things go that I should speak up about.,1.0,6390
Warby Parker,Customer Support  ,Situational,management,How do you handle conflict with coworkers,"4. I am assertive and stand up for myself when necessary, but I am also respectful of others.",2.0,6391
